1,201
1589,201
3,0
2,0
4,0
5,0
6,0
8,1
7,1
9,1
10,1
11,1
13,2
12,2
14,2
15,2
17,3
16,3
18,3
21,4
20,4
22,4
24,36
23,36
25,36
28,5
27,5
29,5
31,6
30,6
32,6
33,6
34,6
36,7
35,7
37,7
38,7
39,7
40,7
43,8
42,8
45,34
44,34
46,34
48,128
47,128
49,128
50,128
51,6
52,6
53,6
54,6
55,18
56,18
57,6
58,6
60,9
59,9
61,9
63,275
62,275
64,275
65,275
67,10
66,10
68,10
70,11
69,11
71,11
72,11
74,92
73,92
75,92
76,92
78,139
77,139
79,139
80,139
82,101
81,101
83,101
85,12
84,12
86,12
88,181
87,181
90,18
92,13
91,13
93,13
95,11
94,11
96,11
97,11
98,11
99,11
100,11
103,14
102,14
104,14
106,15
105,15
107,15
109,16
108,16
112,17
111,17
114,18
113,18
117,174
116,174
119,19
118,19
121,139
120,139
123,20
122,20
124,20
127,24
126,24
128,24
130,21
129,21
131,6
132,6
133,6
134,6
136,128
135,128
138,22
137,22
140,23
139,23
141,23
142,23
143,23
144,23
145,23
146,23
147,23
148,23
149,24
150,24
151,24
152,24
154,25
153,25
155,25
156,25
157,11
158,11
161,26
160,26
163,54
162,54
165,27
164,27
167,28
166,28
170,29
169,29
171,29
173,30
172,30
174,30
176,31
175,31
177,31
180,32
179,32
181,32
183,33
182,33
184,18
185,18
186,18
188,122
187,122
189,122
190,6
191,34
192,34
193,34
194,34
196,35
195,35
197,35
198,35
199,35
201,36
200,36
202,36
203,54
206,37
205,37
208,38
207,38
209,38
211,39
210,39
212,39
214,40
213,40
215,40
216,128
217,128
218,128
219,128
220,128
221,128
222,128
223,128
224,128
225,24
227,199
226,199
229,41
228,41
230,41
231,41
234,11
233,11
235,11
238,42
237,42
240,43
239,43
241,43
243,172
242,172
245,71
244,71
246,71
247,71
249,44
248,44
250,44
251,128
252,128
255,169
254,169
256,169
259,215
258,215
261,45
260,45
263,51
262,51
264,51
265,51
266,51
267,51
268,51
269,51
271,46
270,46
274,111
273,111
275,111
277,57
276,57
278,57
280,47
279,47
281,47
282,47
283,47
284,47
285,47
287,48
286,48
288,48
289,48
291,49
290,49
292,49
294,246
293,246
297,50
296,50
298,50
299,50
300,50
301,54
302,54
303,54
304,54
305,51
306,51
307,51
308,51
309,139
310,11
312,52
311,52
314,53
313,53
315,53
316,54
317,54
319,55
318,55
321,56
320,56
322,56
323,56
324,56
325,56
327,57
326,57
328,57
329,57
330,24
331,24
333,58
332,58
334,58
335,58
337,118
336,118
339,59
338,59
340,59
341,59
343,128
342,128
344,128
345,128
346,128
347,128
349,60
348,60
350,60
351,60
352,60
353,60
355,61
354,61
356,61
358,62
357,62
359,62
360,62
361,62
362,275
363,275
364,275
365,275
367,63
366,63
368,63
369,36
370,139
371,139
373,64
372,64
374,64
375,6
376,6
377,6
378,6
380,65
379,65
381,65
383,66
382,66
384,66
386,67
385,67
387,67
388,67
389,67
390,67
391,67
392,67
394,68
393,68
395,68
396,68
398,69
397,69
399,69
400,69
401,57
402,57
403,57
404,57
405,57
406,28
409,70
408,70
410,70
411,70
412,70
413,70
415,71
414,71
416,57
417,57
419,72
418,72
421,55
423,73
422,73
424,73
426,74
425,74
427,74
428,34
429,34
431,75
430,75
432,75
434,76
433,76
435,71
437,77
436,77
438,77
439,19
440,19
441,19
443,11
442,11
445,78
444,78
447,79
446,79
448,79
449,79
450,47
453,80
452,80
454,80
455,80
456,80
457,80
458,80
459,80
461,54
460,54
462,54
463,54
464,6
465,6
466,6
468,81
467,81
469,81
470,81
471,81
473,184
472,184
474,184
476,82
475,82
477,82
478,82
480,83
479,83
481,83
482,83
484,84
483,84
485,6
487,85
486,85
488,6
489,6
490,139
491,139
492,139
493,139
495,86
494,86
496,86
498,87
497,87
499,54
500,24
501,24
502,24
503,24
506,88
505,88
507,6
508,6
509,6
512,89
511,89
513,71
515,24
514,24
516,24
517,24
519,90
518,90
521,91
520,91
522,92
523,92
524,92
525,92
526,92
527,92
529,93
528,93
531,94
530,94
532,94
533,94
535,95
534,95
538,96
537,96
539,96
540,96
541,96
542,96
545,97
544,97
547,57
546,57
548,139
549,139
550,139
553,98
552,98
554,98
557,99
556,99
558,99
560,100
559,100
561,6
562,6
563,101
564,101
565,101
566,101
567,122
569,102
568,102
571,103
570,103
573,104
572,104
574,47
575,47
576,47
578,105
577,105
581,106
580,106
582,106
584,107
583,107
585,128
586,128
587,128
590,51
589,51
591,51
592,51
594,108
593,108
595,57
596,57
598,143
597,143
600,109
599,109
603,110
602,110
606,111
607,111
608,111
609,34
610,34
611,34
612,34
615,112
614,112
617,113
616,113
619,114
618,114
620,114
622,115
621,115
624,116
623,116
626,117
625,117
627,117
628,117
630,118
629,118
631,118
633,119
632,119
636,120
635,120
637,120
638,54
639,54
640,54
641,139
643,130
642,130
646,139
648,121
647,121
650,122
651,122
652,18
653,18
654,18
655,18
656,18
657,18
659,123
658,123
660,123
661,123
663,144
662,144
664,144
665,144
666,144
668,124
667,124
670,131
669,131
671,131
673,125
672,125
674,24
675,11
676,11
677,144
679,126
678,126
680,126
682,127
681,127
683,127
684,127
685,6
686,60
689,96
690,96
692,128
694,128
693,128
695,128
696,128
697,128
698,128
699,78
700,11
701,11
702,11
705,129
704,129
706,129
707,129
708,11
709,11
710,11
711,181
712,130
713,130
715,128
716,128
717,128
718,128
720,137
719,137
721,131
724,132
723,132
725,132
726,132
729,128
731,133
730,133
733,134
732,134
734,134
736,11
737,11
738,11
739,11
742,246
743,246
744,246
745,246
746,246
748,135
747,135
751,136
750,136
752,137
753,137
755,138
754,138
756,139
757,11
758,11
759,139
760,139
761,139
762,139
763,139
764,139
765,139
